code	lc	product_name_ca	product_name_cs	product_name_de	product_name_en	product_name_es	product_name_fi	product_name_fr	product_name_it	product_name_pt	generic_name_de	generic_name_en	generic_name_es	generic_name_fr	generic_name_pt	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_cs	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_cs	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fi	ingredients_text_fr	ingredients_text_it	ingredients_text_nl	ingredients_text_pt	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	trans-fat_value	trans-fat_unit	lactose_value	lactose_unit	starch_value	starch_unit	vitamin-a_value	vitamin-a_unit	vitamin-d_value	vitamin-d_unit	vitamin-b9_value	vitamin-b9_unit	vitamin-b12_value	vitamin-b12_unit	calcium_value	calcium_unit	magnesium_value	magnesium_unit	zinc_value	zinc_unit	cocoa_value	cocoa_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_3_number_of_units	packaging_3_shape	packaging_3_material	packaging_3_recycling	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	data_sources
7791337053175	es					"Chocolate Águila"										95 g	95 g			"Danette,Danone,Águila"	danette,danone,aguila	Lácteos, Postres, Postres lácteos, Postres de chocolate, Postres lácteos con chocolate	en:dairies,en:desserts,en:dairy-desserts,en:chocolate-desserts,en:dairy-chocolate-desserts	Sin gluten, Edición limitada, Sin TACC	en:no-gluten,en:limited-edition,es:sin-tacc	Argentina	en:argentina			0		Argentina	en:argentina		Longchamps,Buenos Aires,Argentina	longchamps,buenos-aires,argentina						Leche entera, azúcar, crema, cacao, almidón modificado, leche en polvo descremada, almidón, colorantes (caramelo, carmín), estabilizantes (INS 451i, INS 407, INS 331ii), aromas						Leche	en:milk	Frutos de cáscara	en:nuts		serving	100g	523	kJ	125	kcal	4.3	g	2.6	g	18	g			0.8	g	3.5	g	370	mg	148	mg			523	kJ					0	g													112	mg																				en:dairy-desserts	en:milk-and-dairy-products,en:dairy-desserts	4	en:4-ultra-processed-food-and-drink-products			unknown		1		-3	-15	1	0	
5410146419904	fr							Oikos stracciatella												Danone,Oikos	danone,oikos	"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts aux copeaux de chocolat, Yaourts au lait de vache, Yaourts à la grecque"	en:dairies,en:fermented-foods,en:desserts,en:fermented-milk-products,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:chocolate-chunks-yogurts,en:cow-milk-yogurts,en:greek-style-yogurts	Point Vert, Nutriscore, Nutriscore D	en:green-dot,en:nutriscore,en:nutriscore-grade-d	Belgique	en:belgium			0							ES 15.00783/B EC	es-15-00783-b-ec						"Yaourt entier (lait), sucre (13,5%), copeaux de chocolat (2%) (pâte de cacao, beurre de cacao, sucre), épaississants (amidon modifié de maïs, pectine, gomme guar), arôme, correcteurs d'acidité (acide citrique, citrate de calcium, citrate de sodium). Peut contenir : céréales contenant du gluten, fruits à coque et oeuf."		Volle yoghurt (melk), suiker (13,5%), chocoladevlokjes (2%) (cacaomassa, cacaoboter, suiker), verdikkingsmíddelen (gemodificeerd maïszetmeel, pectine, guargom), aroma, zuurteregelaars (citroenzuur, calciumcitraat, natriumcitraat). Kan bevatten: glutenbevattende granen, noten en ei.		Lait	en:milk	"Œufs, Gluten, Fruits à coque"	en:eggs,en:gluten,en:nuts		100g	100g	719	kJ	172	kcal	10	g	6.3	g	17.5	g	17.2	g	0.15	g	2.9	g	0.1	g	0.04	g			719	kJ																																								en:milk-and-yogurt	en:milk-and-dairy-products,en:milk-and-yogurt	4	en:4-ultra-processed-food-and-drink-products	d	11	c	43	1	19580	-5	-15	1	0	App - yuka, Apps
84105417	es					La copa chocolate con nata														Danone	danone	Lácteos, Postres, Postres lácteos, Postres de chocolate, Postres lácteos con chocolate	en:dairies,en:desserts,en:dairy-desserts,en:chocolate-desserts,en:dairy-chocolate-desserts			España	en:spain			0																							100g	100g			148	kcal	7.4000000953674	g	5.3000001907349	g	16.60000038147	g	13.699999809265	g			3.5	g	0.10000000149012	g	0.040000000596048	g			148	kcal																																								en:dairy-desserts	en:milk-and-dairy-products,en:dairy-desserts		unknown	c	7	unknown		1		-5	-15	1	0	App - yuka, Apps, App - elcoco, App - El CoCo
8410500021825	es	OIKOS Stracciatella x2				Oikos stracciatella		OIKOS Stracciatella x2								220 g (110 g x 2)				Danone	danone	Lácteos, Comidas fermentadas, Postres, Productos fermentados de la leche, Postres lácteos, en:Fermented dairy desserts, Yogures, Yogures con trozos de chocolate, Yogures estilo griego	en:dairies,en:fermented-foods,en:desserts,en:fermented-milk-products,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:chocolate-chunks-yogurts,en:greek-style-yogurts			España	en:spain			0																							100g	100g			171	kcal	10	g	6.3	g	17	g	16.7	g			3.2	g	0.1	g	0.04	g			171	kcal																																								en:milk-and-yogurt	en:milk-and-dairy-products,en:milk-and-yogurt		unknown	d	11	c	43	1	19580	-5	-15	1	0	App - elcoco, App - yuka, Apps, App - El CoCo
8410500018535	es					Vitalinea mousse de chocolate		Vitalinea Mousse Chocolat								240g	60g			Danone	danone	Lácteos, Postres, Postres lácteos, Postres de chocolate, Mousses de chocolate	en:dairies,en:desserts,en:dairy-desserts,en:chocolate-desserts,en:chocolate-mousses			Francia, España	en:france,en:spain			0												_Leche_ desnatada reconstituida,  azúcar, cacao desgrasado, chocolate 3,3% (pasta de cacao, azúcar, emulgente (lecitina de _soja_) y aroma), _leche_ en polvo desnatada,  gelatina, emulgente (E472b, E471) y espesantes (almidón modificado de maíz , goma guar, goma de tara y harina de albarroba).						Leche, Soja	en:milk,en:soybeans				100g	100g			124	kcal	1.9	g	1.4	g	20.8	g	19.7	g			5.1	g	0.2	g	0.08	g			124	kcal																																								en:dairy-desserts	en:milk-and-dairy-products,en:dairy-desserts	4	en:4-ultra-processed-food-and-drink-products	c	3	d	22	1	39206	-5	-15	1	0	App - yuka, Apps, App - El CoCo
8410500025861	es					Panna cotta de chocolate														danone	danone					España	en:spain			0																							100g	100g			166	kcal	9.1	g	5.7	g	18	g	16	g			3	g	0.11	g	0.044	g			166	kcal																																											unknown			unknown		1		-5	-15	1	0	App - yuka, Apps
8410500025175	es					Savia chocolate y avellanas														Danone	danone					España	en:spain			0																							100g	100g			332	kcal	24	g	16	g	25	g	21	g			2.9000000953674	g							332	kcal																																											unknown			unknown		1		-5	-15	1	0	App - yuka, Apps
8410500021016	es					Natillas chocolate														Danone	danone	Lácteos, Postres, Postres lácteos, Postres de chocolate, Postres de cremas, Natillas chocolate, en:Refrigerated creamy puddings, en:Refrigerated chocolate creamy puddings	en:dairies,en:desserts,en:dairy-desserts,en:chocolate-desserts,en:creamy-puddings,en:chocolate-creamy-puddings,en:refrigerated-creamy-puddings,en:refrigerated-chocolate-creamy-puddings			España	en:spain			0																							100g	100g			121	kcal	3.5	g	2.1	g	18.3	g	16	g			3.9	g	0.1	g	0.04	g			121	kcal																																								en:dairy-desserts	en:milk-and-dairy-products,en:dairy-desserts		unknown	c	4	b	63	1	39200	-5	-15	1	0	App - yuka, Apps
3033491534546	fr							Danette et fruit sur coulis de cerise												Danone	danone	Produits laitiers, Desserts, Desserts lactés, Desserts au chocolat, Crèmes dessert, Crèmes dessert chocolat, Crèmes dessert rayon frais, Crèmes dessert chocolat réfrigérées	en:dairies,en:desserts,en:dairy-desserts,en:chocolate-desserts,en:creamy-puddings,en:chocolate-creamy-puddings,en:refrigerated-creamy-puddings,en:refrigerated-chocolate-creamy-puddings	Nutriscore, Nutriscore C	en:nutriscore,en:nutriscore-grade-c	France	en:france			0														lait demi-écrémé (63,6%), SUcre, cerises (5,9%), eau, crème (lait), copeaux de chocolat (pâte de cacao, beurre de cacao, sucre) (2,16%), chocolat (sucre, pâte de cacao, cacao maigre en poudre, émulsifiant : lécithine de soja: vanilline) (1,8%), cacao maigre, épaississant (amidon transformé de mais, pectine, gomme de guar, carraghénane), perméat de petit lait (lactosérum) en poudre, amidon de mais, concentré de carottes, correcteurs d'acidité (acide citrique, citrate de sodium, citrate de calcium), arôme				Lait	en:milk				100g	100g			137	kcal	4.1	g	2.6	g	21.6	g	19.1	g			2.9	g	0.12	g	0.048	g			137	kcal																																								en:dairy-desserts	en:milk-and-dairy-products,en:dairy-desserts	4	en:4-ultra-processed-food-and-drink-products	c	6	b	63	1	39200	-5	-15	1	0	App - yuka, Apps
8410500022037	fr							Mousse chocolate con leche												Danone	danone					France	en:france			0																							100g	100g			179	kcal	6.3		3.4		24.8		23.1				5.3		0.05		0.02	g			179	kcal																																											unknown			unknown		1		-5	-15	1	0	App - yuka, Apps
8410500015909	fr							Danone Vitalinea Fondant De Chocolate								400 g				Danone	danone			Sans gluten	en:no-gluten	France	en:france			0														"POSTRE LÂCTEO AL CHOCOLATE CON AZUcar Y EDULCORANTES , emulina, amidon de maiz, acesulfamo k, lait en poudre, chocolat en poudre 3%"				Lait	en:milk				100g	100g			91	kcal	0.7		0.4		15.6		12.4				4.3		0.2		0.08	g			91	kcal																																										4	en:4-ultra-processed-food-and-drink-products			unknown		1		-5	-15	1	0	App - yuka, Apps
