code	producer_version_id	lc	product_name_aa	product_name_af	product_name_ar	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_ja	product_name_lt	product_name_nl	product_name_pl	product_name_pt	product_name_ro	product_name_sr	product_name_th	abbreviated_product_name_fr	generic_name_de	generic_name_en	generic_name_es	generic_name_fr	generic_name_nl	generic_name_pl	generic_name_pt	generic_name_ro	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_en	origin_ro	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_ar	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_hr	ingredients_text_lt	ingredients_text_nl	ingredients_text_pl	ingredients_text_pt	ingredients_text_ro	ingredients_text_th	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kj_prepared_value	energy-kj_prepared_unit	energy-kcal_value	energy-kcal_unit	energy-kcal_prepared_value	energy-kcal_prepared_unit	fat_value	fat_unit	fat_prepared_value	fat_prepared_unit	saturated-fat_value	saturated-fat_unit	saturated-fat_prepared_value	saturated-fat_prepared_unit	carbohydrates_value	carbohydrates_unit	carbohydrates_prepared_value	carbohydrates_prepared_unit	sugars_value	sugars_unit	sugars_prepared_value	sugars_prepared_unit	fiber_value	fiber_unit	fiber_prepared_value	fiber_prepared_unit	proteins_value	proteins_unit	proteins_prepared_value	proteins_prepared_unit	salt_value	salt_unit	salt_prepared_value	salt_prepared_unit	sodium_value	sodium_unit	sodium_prepared_value	sodium_prepared_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	energy_prepared_value	energy_prepared_unit	arachidic-acid_value	arachidic-acid_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	alpha-linolenic-acid_value	alpha-linolenic-acid_unit	arachidonic-acid_value	arachidonic-acid_unit	gondoic-acid_value	gondoic-acid_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	added-sugars_value	added-sugars_unit	vitamin-a_value	vitamin-a_unit	vitamin-d_value	vitamin-d_unit	vitamin-c_value	vitamin-c_unit	vitamin-b1_value	vitamin-b1_unit	vitamin-b2_value	vitamin-b2_unit	vitamin-pp_value	vitamin-pp_unit	vitamin-b6_value	vitamin-b6_unit	potassium_value	potassium_unit	calcium_value	calcium_unit	phosphorus_value	phosphorus_unit	iron_value	iron_unit	magnesium_value	magnesium_unit	caffeine_value	caffeine_unit	ph_value	ph_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_1_weight_measured	packaging_2_shape	packaging_2_material	packaging_3_shape	conservation_conditions_fr	preparation_fr	nutriscore_grade_producer	customer_service_fr	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	sources_fields:org-gs1:gln	sources_fields:org-gs1:gpcCategoryCode	sources_fields:org-gs1:gpcCategoryName	sources_fields:org-gs1:isAllergenRelevantDataProvided	sources_fields:org-gs1:lastChangeDateTime	sources_fields:org-gs1:partyName	sources_fields:org-gs1:productionVariantDescription	sources_fields:org-gs1:publicationDateTime	data_sources
3168930005339		fr							Nacho cheese													Tortilla chips de maïs Goût Fromage					150 g	30 g	Sachet	en:bag	Doritos	doritos		Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de maïs	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips	Point Vert	en:green-dot	"Belgique, France, Espagne, États-Unis"	en:belgium,en:france,en:spain,en:united-states	Monoprix,Leclerc	monoprix,leclerc	0														Maïs, huile de tournesol (16,3%), huile de colza (4,1%), base aromatisante fromage (maltodextrine, poudre de petit-lait, farine de blé, fromage en poudre, poudre de tomate, arômes (dont lait), poudre d'oignon et d'ail, poudre de babeurre, chlorure de potassium, exhausteur de goût (glutamate monosodique), protéines de lait, dextrose, correcteur d'acidité (acide lactique, acide citrique), colorants (extrait de paprika, annato, caramel), épices, sucre, poudre de lait écrémé), sel.								Gluten, Lait	en:gluten,en:milk				100g	100g	2125	kJ			508	kcal			27	g			2.4	g			59	g			2.4	g			3	g			7.1	g			1100	mg			440	mg					2125	kJ					19	g	3.5	g																																												en:bag													en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	9	b	72		38105	-5	-10	0	0																
8710398601117		fr							Dippas nature - Tortillas													"Tortillas chips à base de maïs goût nature"					150 g	25 g	Plastique, Sachet	en:plastic,en:bag	Doritos	doritos		Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de maïs	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips			Belgique, France, Espagne, Suisse	en:belgium,en:france,en:spain,en:switzerland	Hyper U	hyper-u	0														Maïs, huile de tournesol (20%), sel.													100g	100g	2080	kJ			495	kcal			24	g			1.8	g			62	g			0.8	g			5	g			7	g			0.762	g			0.3048	g					2080	kJ					19	g	2.4	g																																												en:bag	en:plastic												en:appetizers	en:salty-snacks,en:appetizers	3	en:3-processed-foods	b	1	b	72		38105	-5	-10	1	0																
0028400097659		fr							Tortilla chips																						Doritos	doritos						France	en:france			0																											100g	100g					535.71	kcal			28.57	g			3.57	g			1	g			1	g			3.57	g			7.14	g			1.905	g			0.762	g					535.71	kcal																																																																				unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
3168930010470		fr							Nachos fromage/piment fort													Tortilla chips de maïs goût fromage et piment fort maïs	Maïschips met nacho cheese- en hete chilismaak				170 g	30 g	"Plastique, Sachet, Sous atmosphère protectrice, Pensez au tri!, Point vert, Sachet plastique à jeter"	en:plastic,en:bag,en:protective-gas,fr:pensez-au-tri,fr:point-vert,fr:sachet-plastique-a-jeter	Doritos,Pepsico	doritos,pepsico		Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips, Biscuits apéritifs, Chips de maïs	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:crackers,en:corn-chips	Nouveau, Non adapté aux enfants	en:new,fr:non-adapte-aux-enfants	Belgique, France	en:belgium,en:france	SuperU,Magasins U	superu,magasins-u	0														maïs, huile de tournesol, base aromatisante fromage (poudre de _petit-lait_, farine de _blé_ (contient: calcium, fer, niacine, thiamine), fromage en poudre (_lait_), poudre de tomate, arômes, poudre d'oignon, poudre de babeurre (_lait_), chlorure de potassium, exhausteur de goût (glutamate monosodique), protéines de _lait_, dextrose, correcteurs d'acidité (acide lactique, acide citrique), colorants (extrait de paprika, rocou, caramel), épices, sucre, poudre de _lait_ écrémé), sel, extrait de piment fort			maïs, zonnebloemolie, kaassmaak (weipoeder (van _melk_), _tarwebloem_ (bevat: calcium, ijzer, niacine, thiamine), kaaspoeder (van _melk_), zonnebloemolie, tomatenpoeder, aroma's, uienpoede, _karnemelkpoeder_, kaliumchloride, smaakversterker (mononatriumglutamaat), _melkeiwitten_, dextrose, zuurteregelaars (melkzuur, citroenzuur), kleurstoffen (paprika-extract, annatto, karamel), specerijen, suiker, magere _melkpoeder_), zout, chili-extract					Gluten, Lait	en:gluten,en:milk	Moutarde, Soja	en:mustard,en:soybeans		100g	100g					501	kcal			27	g			2.4	g			55	g			2.6	g			4.9	g			6.8	g			1.3	g			0.52	g					501	kcal																																																				en:bag	en:plastic	en:discard											en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	8	b	72		38105	-5	-10	1	0																App - yuka, Apps
0028400649070		en					The walking taco																				70.8 g	28 g			Doritos	doritos		Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips			United States	en:united-states			0																											serving	100g					150	kcal			8	g			1	g			18	g			1	g							2	g			525	mg			210	mg					150	kcal																																																																	en:appetizers	en:salty-snacks,en:appetizers		unknown	d	17	b	67	1	38105	-5	-15	1	0																App - Yuka, Apps
0028400003568		en					Doritos Spicy Nacho Chips																								Doritos	doritos						Guadeloupe	en:guadeloupe			0																											100g	100g					170	kcal			8	g			1	g			20	g			1	g			1	g			2	g			3	g			1.2	g					170	kcal																																																																				unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
5000328741901		en					Chilli Heatwave Tortilla Chips		Doritos Chilli Heatwave Tortilla Chips 180G																		180 g	30g	Mixed plastic-bag	en:mixed-plastic-bag	Doritos	doritos		Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips	Vegetarian, Vegan	en:vegetarian,en:vegan	France, United Kingdom	en:france,en:united-kingdom			0												Corn (Maize), Vegetable oils (Corn, Sunflower, Rapeseed, in varying proportions), Flavouring (Sugar, Flavourings (Contains _Soya_, _Wheat_), Hydrolysed _Soya_ Protein, Acidity Regulators (Sodium acetates), Flavour Enhancers (Monosodium glutamate, Disodium 5'-ribonucleotides), Onion Powder, Salt, Garlic Powder, Acids (Citric acid, Malic acid), Potassium Chloride, _Soybean_, _Wheat_, Colour (Paprika extract)).		Corn (Whole Maize Kernels), Vegetable ails (Sunflower, Rapeseed, in varying Proportions)) Chilli Heatwave Flavour [Sugar, Flavourings (Contains Soya, Wheat), Hydrolysed Soya Protein, Acidity Regulators (sodium Acetates), Flavour Enhancers (Monosodium Glutamate, Disodium 5'-Ribonucleotide)j Onion Powderj Salt, Garlic Powder, Acids (citric Acid, Malic Acid)j Potassium Chloride, Soybean, Wheat, Colour (paprika Extract),								Gluten, Soybeans	en:gluten,en:soybeans	Gluten, Milk	en:gluten,en:milk		100g	100g	2076	kJ			497	kcal			24.9	g			3	g			59.3	g			6.1	g			5.6	g			6.1	g			1.35	g			0.54	g					2076	kJ																																																				en:bag	en:plastic												en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	9	b	72		38105	-5	-10	1	0																App - yuka, Apps, App - Horizon, App - InFood, App - IsVe, App - Open Food Facts
0060410054505		fr							Chips nacho épicé																						Doritos	doritos						Canada	en:canada			0																											100g	100g					520	kcal			26	g			3	g			64	g			2	g			4	g			6	g			1.65	g			0.66	g					520	kcal																																																																				unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
6924743926578		en					nacho cheese flavored tortilla chips																					28.0g			Doritos	doritos						Ireland	en:ireland			0																											100g	100g					535.714285714286	kcal			28.5714285714286	g			3.57142857142857	g			64.2857142857143	g			3.57142857142857	g			3.57142857142857	g			7.14285714285714	g													535.714285714286	kcal																																																																				unknown			unknown		1		-5	-15	1	0																
06041002020		en					Doritos Fromage Nacho Cheese																								doritos	doritos		Chips	en:chips			Canada	en:canada	fresh co Nd nofrill	fresh-co-nd-nofrill	0												selected corn, vegetable oil, season (corn maltodextrin, Salt, cheddar cheese, whey, monosodium glutamate, buttermilk, Romano cheese, whey protein concentrate, onion										Milk	en:milk	Milk	en:milk		100g	100g																																																																																																															4	en:4-ultra-processed-food-and-drink-products			unknown		1		-5	-15	1	0																
0028400642040		en					Spicy nacho																				276.4 g				Doritos	doritos		Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips	Contains milk	en:contains-milk	United States	en:united-states			0												"corn, vegetable oil (corn, canola, and/or sunflower oil), maltodextrin (made from corn), salt, whey, monosodium glutamate, buttermilk, romano cheese (cow's milk, cheese cultures, salt, enzymes), cheddar cheese (milk, cheese cultures, salt, enzymes), corn starch, onion powder, garlic powder, dextrose, natural and artificial flavor, spices, lactose, sodium caseinate, artificial color (yellow 6 lake, red 40 lake, yellow 6, red 40, yellow 5, blue 1), citric acid, sugar, lactic acid, skim milk, disodium inosinate, and disodium guanylate, 

contains milk ingredients,"										Milk	en:milk				100g	100g																																																																																																													en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products			b	67	1	38105	-5	-15	1	0																App - InFood, App - Yuka, Apps
8410199980755		es					Doritos Tex-Mex	Doritos Tex-Mex																							Doritos	doritos		Botanas, Snacks salados, Aperitivos, en:Chips and fries, Chips fritos	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps	Sin conservantes, Sin colorantes, en:Palm oil	en:no-preservatives,en:no-colorings,en:palm-oil	Francia, España	en:france,en:spain			0												corn (80%), cheese-flavored preparation oil [milk derivative (contain lactose), wheat flour, powdered cheese (milk), powdered tomato, flavouring substances, sunflower oil, onion powder, buttermilk powder (milk)) potassium chloride, flavor enhancer (monosodium glutamate)) garlic powder, dextrose, acidity regulators (citric acid), dyes (paprika extract, annate ,natural caramel spices, sugar), salt	Maíz (80%), aceite de preparado con sabor a queso [derivado de leche (contienen lactosa), harina de trigo, queso en polvo (de leche), tomate en polvo, sustancias aromatizantes, aceite de girasol, cebolla en polvo, suero de mantequilla en polvo (de leche)) cloruro potásico, potenciador del sabor (glutamato monosôdico)) ajo en polvo, dextrosa, reguladores de acidez (ácido citrico), colorantes (extracto de pimentôn, annato,caramelo natural especias, azücar), sal									Gluten, Leche	en:gluten,en:milk				100g	100g					497	kcal			25.8	g			3.4	g			56.9	g			2.3	g			3.5	g			6.6	g			1	g			0.4	g					497	kcal																																																																	en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	10	unknown		1		-5	-15	1	0																App - elcoco, Apps, App - yuka, App - El CoCo, App - InFood
3168930158745		fr							Doritos goût sizzling salsa									Doritos sizzling salsa 170g				Tortilla chips de maïs au goût sauce salsa					170 g	30 g (pour: 30 g)			Doritos	doritos		Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de maïs	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips	Point Vert	en:green-dot	France	en:france			0														Maïs (80%),huile de tournesol (14%),huile de colza (8%),base aromatisante sauce salsa [arômes : poudre d'oignon et d'ail, persil, coriandre, piment jalapeno, sucre, exhausteurs de goût (glutamate monosodique, guanylate disodique, inosinate disodique), correcteurs d'acidité (acétates de sodium, acide citrique), colorant (extrait de paprika)],sel													100g	100g	2054	kJ			492	kcal			26	g			1.7	g			56	g			3.5	g			6.8	g			6.2	g			1.7	g			0.68	g					2054	kJ																																																												Conserver au sec.	A consommer sans préparation		PepsiCo France SNC, 420 rue d'Estienne d'Orves 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	9	b	67	1	38105	-5	-15	1	0								3502110007360	10000177		true	2019-11-05T18:52:22+01:00	PEPSICO FRANCE			App - yuka, Apps, Database - CodeOnline, Database - GDSN, Databases
6009510805888		en					Doritos Sweet Chilli Pepper Flavoured Corn Chips																								Doritos	doritos						Namibia	en:namibia			0												6.															100g	100g					456	kcal			20.7	g			4	g			63	g			25	g							20	g			1.585	g			0.634	g					456	kcal																																																																				unknown			unknown		1		-5	-15	1	0																App - yuka, Apps, App - InFood
8410199272393		es						Doritos Tex Mex	Aperitivos de maíz sabor tex-mex bolsa 150 g																		150g	serving			Doritos	doritos		Botanas, Snacks salados, Aperitivos, en:Chips and fries, Chips fritos	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps	Sin conservantes, Sin colorantes artificiales, Sin colorantes	en:no-preservatives,en:no-artificial-colors,en:no-colorings	Francia, Italia, España	en:france,en:italy,en:spain			0												maize (80%), vegetable oils (maize and sunflower in varying proportions), flavored condiment (whey powder, wheat flour, salt, cheese powder (milk), tomato powder, preparations and flavouring substances (containing milk), onion powder, buttermilk powder (milk), potassium chloride, flavour enhancer (monosodium glutamate) , milk proteins, garlic powder, dextrose, acidity correctors (lactic acid, citric acid, colouring matters (paprika extract, annate, natural caramel, spices, sugar, skimmed-milk powder), without artificial colouring matters,	Maíz (80%), aceites vegetales (maíz y girasol en proporciones variables), condimento preparado con sabor a queso (suero de leche en polvo, harina de trigo, sal, queso en polvo (de leche), tomate en polvo, preparaciones y sustancias aromatizantes (contienen leche), cebolla en polvo, suero de mantequilla en polvo (de leche), cloruro potásico, potenciador del sabor (glutamato monosódico), proteínas de leche, ajo en polvo, dextrosa, correctores de acidez (ácido láctico, ácido cítrico, colorantes (extracto de pimentón, annato, caramelo natural, especias, azúcar, leche desnatada en polvo), SIN COLORANTES ARTIFICIALES,	Pradutto de cpcritivo de maïz frito con cobor ingredientcs @Maïz de palma, condimonto proparodo con sabor a queso (derivados de locho (contionon lactosa), harina de trigo, queso en polvo (do locha)), tomate en polvo, sustancias aromatizantes, (Ic:uito do girasou cebotla en polvo, suero de monteq(lilla on powo (de leche), cloruro potâsico, potenciador del sabor (glutamato monosôdico), ajo en polvo, dextrosa, regulador de acidez (ôcido citrico), colorontes (extracto de pimentôn, annato, carornelo nuturat), especias, azücarl, sal. SIN CONSERVANTES. SIN COLORANTES ARTIFICIALES. Sncck de mìtho frìto a @Milho (80%), palmoleïna, condimento preparado com sabor a queijo Iderivados de Leite (contêm lactoso), farinha de trigo, queijo em pô (de leitc), tomate em Pô, substôncias aromatizantes, ôleo de girassoll cebola em Pô, soro de manteiga em pô (de Leite), cloreto de potüssio, intensificador de sabor (glutamato monossôdico), atho em Pô, dextrose, regulador de acidez (âcido citrico)) corantes (extracto de pimentâo, annato, caramelo naturd)l especiarias, açücarl, sal SEM CONSERVANTES. SEM CORANTES ARTIFICIAIS. Informaci6n nutricionat Deçlaraçüo nutricioncl								Gluten, Leche	en:gluten,en:milk				100g	serving					510	kcal			26.4	g			13.9	g			58.9	g			2.2	g			3.5	g			7.5	g			1	g			0.4	g					510	kcal																																																																	en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	d	17	unknown		1		-5	-15	1	0																App - yuka, Apps, App - InFood
0060410018002		fr							Doritos BBQ éclaté																						Doritos	doritos		Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps			Canada	en:canada			0																											100g	100g					525	kcal			26.25	g			3.125	g			65	g			5	g							6.25	g			1.125	g			0.45	g					525	kcal																																																																	en:appetizers	en:salty-snacks,en:appetizers		unknown	d	14	unknown		1		-5	-15	1	0																App - yuka, Apps
5000328411361		en					Cool Original Corn Chips																				30 g	30 g			Doritos	doritos		Snacks, Salty snacks, Appetizers, Chips and fries, Crisps	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps			Ireland	en:ireland			0												Rapeseed, in varying proportions), Cool Original glutamate, Disodium 5-ribonucleotides), Acidity gredients: Corn (Maize), Vegetable Oils (Sunflower, ol Original Flavour Corn CH Floyour (Flavourings (contains Milk), Salt, Glucose Syrup, Sugar, Potassium Chloride, Cheese Powder Ifrom Milk), Flavour Enhancers (Monosodium Regulators (Malic acid, Sodium acetates, Citric acid, Colour (Anntto), Milk Protein, Spice).										Milk	en:milk				serving	100g	617	kJ			147	kcal			7.8	g			0.7	g			16.8	g			0.7	g			2	g			1.8	g			0.42	g			0.168	g					617	kJ																																																																	en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	9	unknown		1		-5	-15	1	0																
5000328462622		en					Doritos Chilli Heatwave																						Mixed plastic-packet	en:mixed-plastic-packet	Doritos	doritos		Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips			United Kingdom	en:united-kingdom			0												corn (maize), vegetable oils rapeseed, in varying proportions), chilli h [sugar, flavourings (contains soya, whea protein, acidity regulators (sodium aceto (monosodium glutamate, disodium 5'ribor powder, salt, garlic powder, acids (citric potassium chloride, soybean, wheat, col allergy advice contains: see highlighted ingredier made in a factory that also handle milk, barley, gluten suitable for vegetarians										Gluten, Soybeans	en:gluten,en:soybeans				100g	100g					496	kcal			25	g			2.2	g			59	g			6.1	g							5.9	g			1.4	g			0.56	g					496	kcal																																																				en:packet	en:plastic												en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	d	15	b	72		38105	-5	-10	1	0																App - yuka, Apps, App - Horizon, App - InFood
3168930011309		fr							Doritos Nacho cheese flavour									Doritos nacho cheese 85g				Tortilla chips de maïs goût fromage					85 g	30 g (30 g¹)			Doritos	doritos		Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de maïs	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips	Point Vert	en:green-dot	France	en:france			0														"Maïs (68%),huiles végétales (tournesol, colza, en proportion variable),base aromatisante fromage [maltodextrine, poudre de petit-LAIT, farine de BLÉ (contient calcium, fer, niacine, thiamine), fromage en poudre (dont LAIT), poudre de tomate, arômes (dont LAIT), poudre d'oignon, poudre de babeure (LAIT), chlorure de potassium, exhausteur de goût (glutamate monosodique), protéines de LAIT, dextrose, correcteurs d'acidité (acide lactique, acide citrique), colorants (extrait de paprika, rocou, caramel), épices, sucre, poudre de LAIT écrémé],sel"								Gluten, Lait	en:gluten,en:milk				100g	100g	2086	kJ			499	kcal			26	g			2.5	g			57	g			2.7	g			5.9	g			6.4	g			1.2	g			0.48	g					2086	kJ																																																												Conserver au sec.	A consommer sans préparation		PepsiCo France SNC, 420 rue d'Estienne d'Orves 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	8	b	67	1	38105	-5	-15	1	0								3502110007360	10000177		true	2019-11-05T18:50:14+01:00	PEPSICO FRANCE			App - yuka, Apps, Database - CodeOnline, Database - GDSN, Databases
3168930009863		fr							Doritos sweet chilli pepper party size									Doritos sweet chili pepper 250g				Tortilla chips de maïs goût piment doux					250 g	30 g (pour: 30 g²)	"Sous atmosphère protectrice, Pensez au tri!, Point vert, Sachet à jeter"	en:protective-gas,fr:pensez-au-tri,fr:point-vert,fr:sachet-a-jeter	Doritos	doritos		Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de maïs	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips	Point Vert	en:green-dot	France	en:france	SuperU	superu	0														"Maïs (61%),huile de tournesol (18,2%),huile de colza (4,6%),base aromatisante piment doux [fructose, arôme (contient BLÉ et SOJA), exhausteurs de goût (glutamate monosodique, 5'-ribonucléotides disodiques), correcteurs d'acidité (diacétate de sodium, acide malique), sucre, oignon en poudre, protéines de SOJA hydrolysées, SOJA, ail en poudre, BLÉ, colorants (extrait de paprika, rouge de betterave), extraits de piment],sel"								Gluten, Soja	en:gluten,en:soybeans				100g	100g	2107	kJ			504	kcal			26	g			2.1	g			59	g			3	g			3	g			7.1	g			2	g			0.8	g					2107	kJ																																																				en:bag		en:discard						Conserver au sec.	A consommer sans préparation		PepsiCo France SNC, 420 rue d'Estienne d'Orves 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	d	13	b	72		38105	-5	-10	0	0								3502110007360	10000177		true	2019-11-05T18:41:25+01:00	PEPSICO FRANCE			App - yuka, Apps, Database - CodeOnline, Database - GDSN, Databases
0028400017299		fr							"Chargement…"																						Doritos	doritos		Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de maïs	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips			France	en:france			0														Maïs, huile végétale, huile de mai et/ou de soja et/ou de tournesol), cheddar, sel, beurre, farine de blé, protéine de petit lait, fromage romano, tomate en poudre, huile de soja partiellement hydrogénée, petit lait, ail en poudre, dextrose, sucre, phosphate disodique,acide lactique, arôme naturel, épice, acide citrique, parmesan, colorants artificiels (E110,E129), inosinate disodique, gluanylate disodique.								Gluten, Lait	en:gluten,en:milk				100g	100g					500	kcal			28.6	g			3.6	g			0	g			0	g			0.5	g			7.1	g			0.8	g			0.32	g					500	kcal																																																																	en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	d	12	b	67	1	38105	-5	-15	1	0																App - yuka, Apps, App - Open Food Facts
0060410027226		fr							Zesty cheese tortilla chips imported from canada																						Doritos	doritos		Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de maïs	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips	Sans gluten	en:no-gluten	France	en:france			0																											100g	100g					540	kcal			30	g			4	g			60	g			2	g							6	g			2	g			0.8	g					540	kcal																																																																	en:appetizers	en:salty-snacks,en:appetizers		unknown	d	17	b	67	1	38105	-5	-15	1	0																App - yuka, Apps
0060410027233		en					Tortilla Chips Bold BBQ		Tortilla Chips Bold BBQ																			serving			Doritos	doritos		Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips	No gluten	en:no-gluten	France	en:france			0												mais choisi, !&quot;iile végétale, assaisonement sde sel, dextrose, pssona , oignon en poudre, guane monosodique, mat re sèche de la mélasse, épices, hulevéene amidon de maïs, imatif séche de sirop de maïs, maltodektrme e mais, poudre_de tomates, extrait de levure autolysée, ourat amidon de maïs modifié, acide citrique, caséinate de sodium,ahíne naturel et artificiel, citrate de sodium, inosinate disome guanylate disodique), hydroxyde de calcium. contient des ingrédients du lait. sans gluten. gluten-free sans gluten															100g	100g					520	kcal			26	g			3	g			64	g			4	g			2	g			6	g			1.1	g			0.44	g					520	kcal															0	g	0	mg			2	% DV			0	% DV											4	% DV			4	% DV																							en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	10	b	67	1	38105	-5	-15	1	0																App - yuka, Apps, App - InFood
7790310982419		es						Sabor Queso																			95g				Doritos,Pepsico	doritos,pepsico		Botanas, Snacks salados, Aperitivos, en:Chips and fries, Chips fritos, Patatas fritas de maíz	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips			Argentina	en:argentina			0		Argentina	en:argentina																								100g	100g	1982	kJ			472	kcal			30	g			2.8	g			44	g			2.4	g			9.2	g			6	g			1620	mg			648	mg					1982	kJ					18	g	9.6	g							0	g	1.2	mg																																															en:appetizers	en:salty-snacks,en:appetizers		unknown	c	9	b	69	1	38105	-3	-15	1	0																App - off, Apps, App - yuka, App - Open Food Facts
